season,tournament_id,draw_code,set,game,point,serve,rally,shot_no,hitter_external_id,stroke,spin_type,spin_rpm,speed_ms,call,shot_start_timestamp,shot_end_timestamp,ball_hit_x,ball_hit_y,ball_hit_z,ball_bounce_x,ball_bounce_y,hitter_x,hitter_y,receiver_x,receiver_y
2025,9999,MS001,2,2,3,1,1,3,AB12,forehand,topspin,2699.04,33.249,in,2025-01-01T11:58:51.674Z,2025-01-01T11:58:52.996000Z,13.585,2.183,1.033,-5.429,-2.091,13.75,1.42,-13.76,-1.35
2025,9999,MS001,2,2,3,1,1,4,CD34,backhand,backspin,-3382.811,24.447,in,2025-01-01T11:58:52.996Z,2025-01-01T11:58:54.505000Z,-11.985,-3.766,0.901,9.252,1.993,-12.48,-3.01,15.88,1.0
2025,9999,MS001,2,2,3,1,1,5,AB12,forehand,topspin,3067.068,31.077,in,2025-01-01T11:58:54.505Z,2025-01-01T11:58:55.930000Z,12.134,2.882,0.598,-6.475,-2.872,12.53,2.27,-13.32,-1.23
2025,9999,MS001,2,2,3,1,1,6,CD34,backhand,backspin,-3876.202,25.27,in,2025-01-01T11:58:55.930Z,2025-01-01T11:58:57.578000Z,-13.076,-5.131,0.959,8.878,-2.344,-13.59,-4.31,13.37,1.28
2025,9999,MS001,2,2,3,1,1,7,AB12,backhand,backspin,-2232.192,26.165,in,2025-01-01T11:58:57.578Z,2025-01-01T11:58:59.249000Z,13.175,-1.712,0.646,-8.864,-3.241,13.58,-1.2,-13.73,-1.24
2025,9999,MS001,2,2,3,1,1,8,CD34,backhand,topspin,2413.075,27.339,in,2025-01-01T11:58:59.249Z,2025-01-01T11:59:00.737000Z,-12.968,-4.162,0.484,5.642,-1.341,-13.94,-3.23,13.76,0.27
2025,9999,MS001,2,2,3,1,1,9,AB12,backhand,backspin,-1602.198,15.335,out,2025-01-01T11:59:00.737Z,2025-01-01T11:59:03.796000Z,12.155,-0.127,1.083,0.123,-3.179,12.56,0.32,-14.0,-0.86
2025,9999,MS001,2,2,4,1,1,1,AB12,serve,backspin,-3840.498,58.536,out,2025-01-01T11:59:31.780Z,2025-01-01T11:59:32.427000Z,11.379,-1.531,2.816,-6.606,4.092,11.75,-1.32,-14.19,3.41
2025,9999,MS001,2,2,4,1,1,2,CD34,forehand,unknown,0.0,10.901,out,2025-01-01T11:59:32.427Z,2025-01-01T11:59:33.690000Z,-13.15,6.109,0.934,-12.631,5.829,-13.75,4.35,11.16,-1.3
2025,9999,MS001,2,2,4,1,1,3,CD34,backhand,backspin,-2323.267,2.225,out,2025-01-01T11:59:33.690Z,2025-01-01T11:59:34.407000Z,-11.674,6.91,1.347,,,-12.0,7.1,10.52,-0.79
2025,9999,MS001,2,2,4,2,2,1,AB12,serve,topspin,1694.625,41.279,in,2025-01-01T11:59:45.470Z,2025-01-01T11:59:46.492000Z,11.554,-1.678,2.851,-4.597,0.893,11.78,-1.27,-13.35,3.45
2025,9999,MS001,2,2,4,2,2,2,CD34,backhand,topspin,1532.092,32.399,out,2025-01-01T11:59:46.492Z,2025-01-01T11:59:47.605000Z,-12.698,2.256,1.333,12.103,-2.124,-12.67,2.92,12.01,-0.76
2025,9999,MS001,2,2,4,2,2,3,AB12,backhand,topspin,1541.755,24.013,in,2025-01-01T11:59:47.605Z,2025-01-01T11:59:49.509000Z,13.374,-2.301,0.411,-7.881,0.43,13.98,-1.98,-12.99,1.7
2025,9999,MS001,2,2,4,2,2,4,CD34,forehand,nospin,0.0,10.984,out,2025-01-01T11:59:49.510Z,2025-01-01T11:59:50.962000Z,-12.257,1.166,1.185,-1.393,-2.839,-12.48,0.58,15.45,-1.44
2025,9999,MS001,2,2,5,1,1,1,AB12,serve,backspin,-2876.507,52.434,in,2025-01-01T12:00:10.912Z,2025-01-01T12:00:11.654000Z,11.649,0.759,2.806,-5.07,-0.329,11.96,1.11,-13.79,-3.79
2025,9999,MS001,2,2,5,1,1,2,CD34,forehand,backspin,-1839.361,23.646,in,2025-01-01T12:00:11.654Z,2025-01-01T12:00:13.301000Z,-13.36,-1.075,1.317,8.808,0.083,-13.78,-2.14,11.43,0.77
2025,9999,MS001,2,2,5,1,1,3,AB12,forehand,topspin,3878.859,32.734,in,2025-01-01T12:00:13.302Z,2025-01-01T12:00:14.679000Z,12.115,0.176,0.731,-7.228,-3.998,12.63,-0.88,-13.94,0.15
2025,9999,MS001,2,2,5,1,1,4,CD34,backhand,backspin,-2670.391,24.422,out,2025-01-01T12:00:14.678Z,2025-01-01T12:00:16.837000Z,-14.041,-5.63,1.016,13.534,-0.988,-14.39,-4.3,12.95,-0.6
2025,9999,MS001,2,3,1,1,1,1,CD34,serve,unknown,0.0,61.419,in,2025-01-01T12:00:54.776Z,2025-01-01T12:00:55.535000Z,-11.284,-0.722,3.052,4.549,4.027,-11.62,-0.64,15.66,3.68
2025,9999,MS001,2,3,2,1,1,1,CD34,serve,unknown,0.0,62.46,out,2025-01-01T12:01:15.558Z,2025-01-01T12:01:16.345000Z,-11.161,1.134,2.974,4.991,0.538,-11.68,1.41,15.02,-4.1
2025,9999,MS001,2,3,2,1,1,2,AB12,unknown,topspin,907.321,12.073,out,2025-01-01T12:01:16.345Z,2025-01-01T12:01:18.270000Z,19.25,-0.284,1.207,11.776,-0.745,14.5,-3.17,-10.75,0.99
2025,9999,MS001,2,3,2,2,2,1,CD34,serve,topspin,992.124,50.382,in,2025-01-01T12:01:26.418Z,2025-01-01T12:01:27.187000Z,-11.445,0.958,3.064,4.597,-2.546,-11.64,1.26,14.46,-3.96
2025,9999,MS001,2,3,2,2,2,2,AB12,backhand,topspin,1088.435,22.252,in,2025-01-01T12:01:27.187Z,2025-01-01T12:01:28.805000Z,12.51,-4.773,1.546,-4.326,-0.404,13.38,-3.99,-11.41,0.84
2025,9999,MS001,2,3,2,2,2,3,CD34,forehand,topspin,2393.768,27.999,in,2025-01-01T12:01:28.806Z,2025-01-01T12:01:30.156000Z,-8.581,0.536,0.917,6.417,3.023,-9.07,0.16,13.91,-1.61
2025,9999,MS001,2,3,2,2,2,4,AB12,forehand,topspin,2792.626,37.153,out,2025-01-01T12:01:30.155Z,2025-01-01T12:01:31.542000Z,14.837,4.544,0.332,-12.356,3.035,15.39,3.34,-5.18,0.62
2025,9999,MS001,2,3,2,2,2,5,CD34,unknown,backspin,-1499.235,12.717,out,2025-01-01T12:01:33.181Z,2025-01-01T12:01:33.946000Z,-1.606,-8.334,0.073,-5.5,-7.844,-5.66,5.97,16.3,6.91
2025,9999,MS001,2,3,3,1,1,1,CD34,serve,backspin,-3728.655,54.975,in,2025-01-01T12:01:52.201Z,2025-01-01T12:01:52.997000Z,-11.294,-0.573,3.032,4.223,0.372,-11.56,-0.66,15.47,3.72
2025,9999,MS001,2,3,3,1,1,2,AB12,backhand,topspin,1031.076,21.029,,2025-01-01T12:01:52.996Z,2025-01-01T12:01:55.125000Z,15.367,0.428,1.73,11.295,1.679,15.49,2.0,-10.63,-0.41
2025,9999,MS001,2,3,3,1,1,3,CD34,backhand,backspin,-4155.672,51.22,in,2025-01-01T12:01:55.125Z,2025-01-01T12:01:55.738000Z,-8.17,-3.024,2.955,11.295,1.679,-7.73,-2.85,15.62,0.21
2025,9999,MS001,2,3,3,1,1,4,AB12,backhand,topspin,1382.377,21.389,out,2025-01-01T12:01:55.739Z,2025-01-01T12:01:58.647000Z,14.388,2.417,0.675,2.051,-1.549,14.94,2.64,-8.69,-3.01
2025,9999,MS001,2,3,4,1,1,1,CD34,serve,backspin,-4846.665,49.308,in,2025-01-01T12:02:15.151Z,2025-01-01T12:02:15.964000Z,-11.271,1.137,3.051,4.276,-2.729,-11.68,1.27,14.97,-3.95
2025,9999,MS001,2,3,4,1,1,2,AB12,backhand,topspin,1087.686,27.147,,2025-01-01T12:02:15.964Z,2025-01-01T12:02:16.919000Z,12.726,-5.537,1.506,11.095,-3.044,13.57,-4.71,-10.4,0.67
2025,9999,MS001,2,3,4,1,1,3,CD34,forehand,backspin,-1845.317,22.834,in,2025-01-01T12:02:16.919Z,2025-01-01T12:02:18.604000Z,-6.659,0.023,1.188,11.095,-3.044,-6.96,-0.51,12.75,-4.62
2025,9999,MS001,2,3,4,1,1,4,AB12,unknown,backspin,-1558.795,5.123,out,2025-01-01T12:02:18.917Z,2025-01-01T12:02:20.263000Z,18.979,-3.901,0.493,16.981,-5.016,11.54,-0.3,-3.85,-0.95
2025,9999,MS001,2,4,1,1,1,1,AB12,serve,backspin,-2660.639,51.165,in,2025-01-01T12:04:19.708Z,2025-01-01T12:04:20.417000Z,-11.421,-0.884,2.806,4.819,3.241,13.27,4.03,-11.7,-1.2
2025,9999,MS001,2,4,1,1,1,2,CD34,backhand,topspin,1673.4,26.506,in,2025-01-01T12:04:20.417Z,2025-01-01T12:04:21.869000Z,12.234,5.665,1.305,-7.661,-0.999,-11.25,-0.7,12.97,4.82
2025,9999,MS001,2,4,1,1,1,3,AB12,forehand,topspin,2669.819,37.991,in,2025-01-01T12:04:21.870Z,2025-01-01T12:04:23.019000Z,-11.131,-2.349,1.304,7.842,-2.334,13.24,2.95,-11.37,-1.37
2025,9999,MS001,2,4,1,1,1,4,CD34,forehand,topspin,1982.56,22.104,out,2025-01-01T12:04:23.019Z,2025-01-01T12:04:26.645000Z,15.597,-2.121,1.085,-8.384,-5.827,-9.53,-1.02,15.57,-1.07
2025,9999,MS001,2,4,2,1,1,1,AB12,serve,backspin,-4218.365,54.873,in,2025-01-01T12:04:48.168Z,2025-01-01T12:04:48.916000Z,-11.458,1.54,2.832,5.507,-3.403,14.9,-3.58,-11.73,1.17
2025,9999,MS001,2,4,2,1,1,2,CD34,forehand,topspin,1161.517,26.256,out,2025-01-01T12:04:48.916Z,2025-01-01T12:04:51.103000Z,14.415,-5.771,1.195,-15.414,-3.142,-11.21,1.36,14.92,-4.19
2025,9999,MS001,2,4,3,1,1,1,AB12,serve,topspin,1108.274,52.043,out,2025-01-01T12:05:13.146Z,2025-01-01T12:05:13.875000Z,-11.621,-0.51,2.722,6.602,2.97,14.07,3.9,-11.7,-0.86
2025,9999,MS001,2,4,3,1,1,2,CD34,backhand,topspin,2124.958,30.104,in,2025-01-01T12:05:13.875Z,2025-01-01T12:05:15.260000Z,13.267,4.634,1.186,-6.471,-0.169,-11.4,-0.46,13.73,4.1
2025,9999,MS001,2,4,3,1,1,3,AB12,forehand,backspin,-1236.266,12.882,in,2025-01-01T12:05:15.260Z,2025-01-01T12:05:16.614000Z,-11.378,-1.481,1.102,1.786,-3.031,13.72,3.54,-11.27,-0.75
2025,9999,MS001,2,4,3,2,2,1,AB12,serve,topspin,992.561,46.262,in,2025-01-01T12:05:26.837Z,2025-01-01T12:05:27.609000Z,-11.664,-0.484,2.756,4.021,0.661,12.66,3.59,-11.78,-0.81
2025,9999,MS001,2,4,3,2,2,2,CD34,forehand,topspin,1356.807,21.286,in,2025-01-01T12:05:27.609Z,2025-01-01T12:05:29.439000Z,11.569,1.518,1.632,-3.391,-3.707,-11.64,-0.61,11.91,2.34
2025,9999,MS001,2,4,3,2,2,3,AB12,forehand,topspin,2851.063,31.618,in,2025-01-01T12:05:29.439Z,2025-01-01T12:05:30.892000Z,-9.111,-5.409,0.371,9.204,3.96,12.72,1.17,-9.81,-4.83
2025,9999,MS001,2,4,3,2,2,4,AB12,unknown,backspin,-4216.787,10.738,out,2025-01-01T12:05:32.502Z,2025-01-01T12:05:32.769000Z,-2.388,-8.403,0.04,-4.792,-8.229,11.73,2.5,-7.92,-2.75
2025,9999,MS001,2,4,4,1,1,1,AB12,serve,unknown,0.0,57.332,in,2025-01-01T12:05:55.067Z,2025-01-01T12:05:56.020000Z,-11.413,1.491,2.795,5.3,-3.597,14.46,-3.42,-11.62,1.12
2025,9999,MS001,2,4,4,1,1,2,CD34,unknown,backspin,-2967.388,8.627,out,2025-01-01T12:05:56.021Z,2025-01-01T12:05:56.933000Z,19.129,-7.624,0.55,14.977,-9.279,-11.01,1.15,13.42,-3.07
2025,9999,MS001,2,5,1,1,1,1,CD34,serve,unknown,0.0,58.302,in,2025-01-01T12:06:29.821Z,2025-01-01T12:06:30.528000Z,11.216,0.391,2.992,-6.147,-2.595,-15.3,-3.69,11.51,0.5
2025,9999,MS001,2,5,1,1,1,2,AB12,forehand,backspin,-1599.865,24.215,,2025-01-01T12:06:30.528Z,2025-01-01T12:06:31.605000Z,-14.831,-3.667,1.35,-12.032,-3.054,10.33,0.07,-14.91,-3.12
2025,9999,MS001,2,5,1,1,1,3,CD34,backhand,backspin,-1425.996,18.65,out,2025-01-01T12:06:31.605Z,2025-01-01T12:06:33.543000Z,4.963,1.29,0.405,-12.032,-3.054,-14.09,-1.24,5.77,0.76
2025,9999,MS001,2,5,2,1,1,1,CD34,serve,unknown,0.0,61.976,out,2025-01-01T12:06:55.293Z,2025-01-01T12:06:56.150000Z,11.269,-0.848,3.031,-4.091,-0.17,-14.4,3.86,11.62,-0.82
2025,9999,MS001,2,5,2,1,1,2,AB12,unknown,backspin,-2003.425,9.301,out,2025-01-01T12:06:56.150Z,2025-01-01T12:06:56.670000Z,-19.146,0.81,1.392,-13.926,2.411,10.7,-0.41,-14.15,2.1
2025,9999,MS001,2,5,2,1,1,3,AB12,backhand,nospin,0.0,2.714,out,2025-01-01T12:06:56.670Z,2025-01-01T12:06:58.183000Z,-13.668,1.179,1.249,-13.926,2.411,9.94,-0.17,-13.69,0.89
2025,9999,MS001,2,5,2,2,2,1,CD34,serve,backspin,-2964.989,49.816,in,2025-01-01T12:07:08.647Z,2025-01-01T12:07:09.420000Z,11.329,-0.933,3.136,-3.755,1.732,-14.38,3.85,11.79,-1.03
2025,9999,MS001,2,5,2,2,2,2,AB12,backhand,backspin,-2545.995,17.415,in,2025-01-01T12:07:09.461Z,2025-01-01T12:07:11.731000Z,-11.328,3.48,2.302,11.031,0.643,11.07,-0.66,-13.04,3.48
2025,9999,MS001,2,5,2,2,2,3,CD34,forehand,topspin,2713.205,42.204,in,2025-01-01T12:07:11.731Z,2025-01-01T12:07:12.920000Z,12.991,0.577,1.263,-7.441,-2.868,-14.6,0.04,13.29,1.37
2025,9999,MS001,2,5,2,2,2,4,AB12,forehand,backspin,-2227.784,24.556,,2025-01-01T12:07:12.921Z,2025-01-01T12:07:14.210000Z,-16.21,-4.647,0.837,-7.225,2.459,10.61,1.4,-16.09,-3.59
2025,9999,MS001,2,5,2,2,2,5,CD34,backhand,backspin,-3008.525,40.635,in,2025-01-01T12:07:14.209Z,2025-01-01T12:07:15.333000Z,4.769,1.839,3.213,-7.225,2.459,-16.26,-3.5,4.33,1.44
2025,9999,MS001,2,5,2,2,2,6,AB12,unknown,topspin,885.186,8.91,out,2025-01-01T12:07:15.333Z,2025-01-01T12:07:16.150000Z,-20.271,3.905,1.421,-13.607,4.147,2.26,3.99,-16.23,-2.83
2025,9999,MS001,2,5,3,1,1,1,CD34,serve,unknown,0.0,56.641,out,2025-01-01T12:07:41.983Z,2025-01-01T12:07:43.636000Z,11.281,0.632,3.016,0.414,-1.176,-14.88,-3.83,11.62,0.71
2025,9999,MS001,2,5,3,2,2,1,CD34,serve,backspin,-3602.217,53.383,in,2025-01-01T12:07:53.079Z,2025-01-01T12:07:53.975000Z,11.272,0.781,3.061,-4.33,-1.414,-15.65,-4.07,11.59,0.65
2025,9999,MS001,2,5,3,2,2,2,AB12,backhand,topspin,1808.889,32.996,in,2025-01-01T12:07:53.975Z,2025-01-01T12:07:54.916000Z,-16.494,-2.425,1.424,5.436,-2.409,9.58,0.11,-16.21,-2.97
2025,9999,MS001,2,5,3,2,2,3,CD34,forehand,backspin,-1225.136,11.586,out,2025-01-01T12:07:54.916Z,2025-01-01T12:07:56.912000Z,6.391,-2.357,0.337,0.039,-0.598,-15.65,-1.71,6.17,-1.01
2025,9999,MS001,2,5,4,1,2,1,CD34,serve,backspin,-4170.346,55.421,in,2025-01-01T12:08:26.281Z,2025-01-01T12:08:27.016000Z,11.376,-1.026,2.999,-5.562,3.372,-14.31,3.65,11.6,-0.77
2025,9999,MS001,2,5,4,1,2,2,AB12,backhand,backspin,-1886.42,18.221,,2025-01-01T12:08:27.017Z,2025-01-01T12:08:28.399000Z,-13.457,5.823,1.365,-6.32,3.651,10.5,-0.82,-13.93,4.69
2025,9999,MS001,2,5,4,1,2,3,CD34,backhand,backspin,-1955.455,19.808,in,2025-01-01T12:08:28.399Z,2025-01-01T12:08:30.199000Z,4.873,3.251,1.096,-6.32,3.651,-12.78,4.28,5.33,2.61
2025,9999,MS001,2,5,5,1,1,1,CD34,serve,backspin,-4199.723,54.768,in,2025-01-01T12:08:54.331Z,2025-01-01T12:08:55.136000Z,11.332,0.625,3.064,-4.227,-1.048,-15.28,-3.83,11.68,0.93
2025,9999,MS001,2,5,5,1,1,2,AB12,backhand,backspin,-1336.9,10.985,out,2025-01-01T12:08:55.136Z,2025-01-01T12:08:56.895000Z,-15.32,-1.325,1.691,-7.777,-5.58,10.52,0.51,-15.0,-2.69
2025,9999,MS001,2,5,6,1,1,1,CD34,serve,backspin,-3303.788,54.081,in,2025-01-01T12:09:20.139Z,2025-01-01T12:09:20.864000Z,11.416,-0.678,3.023,-6.184,3.582,-14.47,3.53,11.78,-0.79
2025,9999,MS001,2,5,6,1,1,2,AB12,backhand,backspin,-1557.996,20.647,out,2025-01-01T12:09:20.865Z,2025-01-01T12:09:23.959000Z,-13.406,5.866,1.391,12.234,4.937,10.84,-0.48,-13.85,4.42
2025,9999,MS001,2,5,6,1,1,3,CD34,backhand,unknown,0.0,11.611,out,2025-01-01T12:09:23.959Z,2025-01-01T12:09:25.777000Z,13.85,5.299,0.195,7.498,3.491,-10.73,4.72,13.67,5.2
2025,9999,MS001,2,6,1,1,1,1,AB12,serve,backspin,-2801.892,52.107,out,2025-01-01T12:11:19.647Z,2025-01-01T12:11:20.491000Z,11.489,0.86,2.78,-10.257,-4.479,11.83,1.15,-14.07,-3.9
2025,9999,MS001,2,6,1,2,2,1,AB12,serve,topspin,2066.566,39.047,in,2025-01-01T12:11:30.622Z,2025-01-01T12:11:31.693000Z,11.458,0.537,2.699,-4.716,-1.199,11.68,1.03,-13.96,-4.08
2025,9999,MS001,2,6,1,2,2,2,CD34,forehand,topspin,2506.999,33.748,in,2025-01-01T12:11:31.693Z,2025-01-01T12:11:33.057000Z,-13.831,-2.114,1.481,4.535,0.391,-13.83,-3.07,11.19,0.77
2025,9999,MS001,2,6,1,2,2,3,AB12,forehand,topspin,2731.533,27.453,in,2025-01-01T12:11:33.057Z,2025-01-01T12:11:34.537000Z,11.97,1.342,0.77,-11.418,1.302,12.31,0.36,-14.14,-0.95
2025,9999,MS001,2,6,1,2,2,4,CD34,forehand,topspin,2418.636,34.902,in,2025-01-01T12:11:34.537Z,2025-01-01T12:11:36.076000Z,-15.153,1.404,1.398,9.44,-0.559,-15.15,0.64,12.71,-0.1
2025,9999,MS001,2,6,1,2,2,5,AB12,forehand,topspin,3159.545,39.146,in,2025-01-01T12:11:36.076Z,2025-01-01T12:11:37.254000Z,14.393,-0.969,1.432,-6.109,1.328,14.47,-2.1,-14.87,0.39
2025,9999,MS001,2,6,1,2,2,6,CD34,forehand,topspin,3030.692,38.258,out,2025-01-01T12:11:37.255Z,2025-01-01T12:11:38.846000Z,-14.032,2.342,1.082,12.641,-0.713,-14.48,1.7,14.6,-1.88
2025,9999,MS001,2,6,2,1,1,1,AB12,serve,topspin,1163.227,49.514,in,2025-01-01T12:12:01.756Z,2025-01-01T12:12:02.588000Z,11.426,-1.63,2.767,-4.093,0.129,11.67,-1.28,-14.9,3.51
2025,9999,MS001,2,6,2,1,1,2,CD34,backhand,topspin,1978.921,25.461,out,2025-01-01T12:12:02.588Z,2025-01-01T12:12:04.573000Z,-14.634,0.779,1.584,13.124,-0.306,-14.77,2.26,11.13,-1.52
2025,9999,MS001,2,6,2,1,1,3,AB12,forehand,backspin,-2289.72,4.641,out,2025-01-01T12:12:04.573Z,2025-01-01T12:12:05.040000Z,14.021,-0.29,1.039,13.876,-0.365,13.86,-0.93,-14.43,-0.98
2025,9999,MS001,2,6,3,1,1,1,AB12,serve,backspin,-5469.185,57.245,out,2025-01-01T12:12:23.582Z,2025-01-01T12:12:24.783000Z,11.555,0.915,2.832,-12.153,-0.463,11.83,1.08,-14.35,-4.03
2025,9999,MS001,2,6,3,1,1,2,CD34,forehand,backspin,-4470.51,6.947,out,2025-01-01T12:12:24.783Z,2025-01-01T12:12:25.186000Z,-15.022,-0.615,0.718,-14.586,-0.606,-14.78,-1.0,10.59,0.57
2025,9999,MS001,2,6,3,2,2,1,AB12,serve,topspin,1836.262,37.233,out,2025-01-01T12:12:34.779Z,2025-01-01T12:12:35.160000Z,11.755,0.506,2.789,,,11.91,0.96,-14.37,-4.28
2025,9999,MS001,2,6,4,1,1,1,AB12,serve,backspin,-3160.412,57.872,out,2025-01-01T12:12:57.464Z,2025-01-01T12:12:58.093000Z,11.313,-1.378,2.789,-8.356,4.196,11.43,-1.04,-14.64,3.6
2025,9999,MS001,2,6,4,1,1,2,CD34,forehand,topspin,1338.721,23.422,in,2025-01-01T12:12:58.092Z,2025-01-01T12:12:59.548000Z,-13.661,5.6,0.781,9.767,2.293,-14.21,4.09,11.04,-1.29
2025,9999,MS001,2,6,4,2,2,1,AB12,serve,topspin,1200.679,42.947,in,2025-01-01T12:13:09.609Z,2025-01-01T12:13:10.717000Z,11.537,-1.475,2.803,-3.9,0.625,11.76,-1.03,-14.8,3.24
2025,9999,MS001,2,6,4,2,2,2,CD34,backhand,topspin,1257.633,36.028,in,2025-01-01T12:13:10.717Z,2025-01-01T12:13:12.046000Z,-15.285,2.106,1.396,9.475,-0.987,-15.16,2.66,11.66,-0.89
2025,9999,MS001,2,6,4,2,2,3,AB12,forehand,topspin,3056.173,33.243,in,2025-01-01T12:13:12.046Z,2025-01-01T12:13:13.380000Z,13.774,-1.609,0.956,-5.833,2.302,13.85,-2.43,-14.63,1.09
2025,9999,MS001,2,6,4,2,2,4,CD34,forehand,topspin,3419.405,36.453,in,2025-01-01T12:13:13.380Z,2025-01-01T12:13:14.676000Z,-12.923,3.731,0.971,7.108,-2.391,-13.73,2.93,14.62,-2.44
2025,9999,MS001,2,6,4,2,2,5,AB12,backhand,backspin,-3454.928,22.16,in,2025-01-01T12:13:14.675Z,2025-01-01T12:13:16.457000Z,13.588,-4.579,0.996,-5.633,-1.712,13.89,-3.79,-13.29,1.6
2025,9999,MS001,2,6,4,2,2,6,CD34,forehand,topspin,1214.552,14.379,out,2025-01-01T12:13:16.457Z,2025-01-01T12:13:18.470000Z,-9.086,-1.489,0.121,-0.165,-0.652,-9.96,-1.9,13.55,-2.17
2025,9999,MS001,2,6,5,1,1,1,AB12,serve,backspin,-1382.403,49.466,in,2025-01-01T12:13:45.397Z,2025-01-01T12:13:46.192000Z,11.65,0.933,2.816,-4.95,-3.21,11.72,1.26,-13.87,-3.91
2025,9999,MS001,2,6,5,1,1,2,CD34,backhand,topspin,1117.766,25.945,out,2025-01-01T12:13:46.193Z,2025-01-01T12:13:48.417000Z,-12.782,-5.551,1.327,7.849,-6.542,-13.51,-4.79,11.45,0.94
2025,9999,MS001,2,7,1,1,1,1,CD34,serve,topspin,902.93,51.771,in,2025-01-01T12:14:44.742Z,2025-01-01T12:14:45.514000Z,-11.367,-0.747,2.982,5.596,2.628,-11.47,-0.77,15.32,3.92
2025,9999,MS001,2,7,1,1,1,2,AB12,forehand,backspin,-2404.402,24.185,,2025-01-01T12:14:45.514Z,2025-01-01T12:14:46.648000Z,14.559,3.931,1.459,10.123,-3.445,14.8,3.51,-10.47,-0.33
2025,9999,MS001,2,7,1,1,1,3,CD34,backhand,backspin,-1857.929,23.747,in,2025-01-01T12:14:46.647Z,2025-01-01T12:14:47.829000Z,-5.318,-0.089,1.588,10.123,-3.445,-5.37,0.27,14.71,1.15
2025,9999,MS001,2,7,1,1,1,4,AB12,backhand,topspin,806.377,24.323,,2025-01-01T12:14:47.829Z,2025-01-01T12:14:48.916000Z,15.192,-4.571,0.635,7.357,1.459,15.04,-3.2,-2.31,1.82
2025,9999,MS001,2,7,1,1,1,5,CD34,backhand,topspin,986.227,12.821,in,2025-01-01T12:14:48.916Z,2025-01-01T12:14:51.045000Z,-4.212,-3.59,2.057,7.357,1.459,-3.85,-2.53,16.35,-6.67
2025,9999,MS001,2,7,1,1,1,6,AB12,forehand,topspin,3347.285,32.689,in,2025-01-01T12:14:51.045Z,2025-01-01T12:14:52.376000Z,11.59,3.373,0.93,-6.808,-3.135,12.31,2.25,-12.11,-2.88
2025,9999,MS001,2,7,1,1,1,7,CD34,backhand,backspin,-1984.407,21.108,in,2025-01-01T12:14:52.376Z,2025-01-01T12:14:54.560000Z,-13.689,-5.838,1.129,10.371,-3.821,-14.01,-4.09,10.94,5.69
2025,9999,MS001,2,7,1,1,1,8,AB12,backhand,backspin,-2943.083,22.189,in,2025-01-01T12:14:54.560Z,2025-01-01T12:14:56.335000Z,13.967,-3.464,1.128,-8.511,-2.153,13.88,-2.5,-14.29,-2.31
2025,9999,MS001,2,7,1,1,1,9,CD34,backhand,topspin,2414.809,33.547,in,2025-01-01T12:14:56.335Z,2025-01-01T12:14:57.592000Z,-10.965,-1.892,0.892,6.471,1.534,-11.66,-1.31,15.27,-0.78
2025,9999,MS001,2,7,1,1,1,10,AB12,forehand,topspin,3054.077,27.732,,2025-01-01T12:14:57.592Z,2025-01-01T12:14:58.622000Z,15.009,3.235,0.493,11.915,-3.124,15.64,2.57,-8.69,0.02
2025,9999,MS001,2,7,1,1,1,11,CD34,backhand,backspin,-1916.174,17.671,out,2025-01-01T12:14:58.621Z,2025-01-01T12:15:00.147000Z,-5.055,-2.452,0.836,11.915,-3.124,-5.54,-1.78,14.91,2.36
2025,9999,MS001,2,7,1,1,1,12,AB12,backhand,topspin,1315.334,16.886,,2025-01-01T12:15:00.147Z,2025-01-01T12:15:01.554000Z,13.624,-3.33,0.688,3.186,2.332,13.4,-2.45,-2.61,-1.87
2025,9999,MS001,2,7,1,1,1,13,CD34,forehand,backspin,-2006.633,18.629,in,2025-01-01T12:15:01.555Z,2025-01-01T12:15:03.753000Z,-2.711,-1.606,2.02,3.186,2.332,-2.99,-1.96,15.5,-3.68
2025,9999,MS001,2,7,2,1,1,1,CD34,serve,backspin,-4481.377,53.764,in,2025-01-01T12:15:31.804Z,2025-01-01T12:15:32.530000Z,-11.302,0.756,3.046,5.064,-3.132,-11.46,0.82,14.56,-3.73
2025,9999,MS001,2,7,2,1,1,2,AB12,backhand,backspin,-2359.807,21.313,in,2025-01-01T12:15:32.530Z,2025-01-01T12:15:34.370000Z,13.41,-5.781,1.209,-10.025,0.5,14.09,-4.57,-10.83,0.43
2025,9999,MS001,2,7,2,1,1,3,CD34,forehand,topspin,3407.576,28.057,in,2025-01-01T12:15:34.369Z,2025-01-01T12:15:36.089000Z,-12.837,1.229,1.026,6.394,-2.024,-13.13,0.66,14.12,-2.21
2025,9999,MS001,2,7,2,1,1,4,AB12,backhand,topspin,2928.415,34.258,in,2025-01-01T12:15:36.089Z,2025-01-01T12:15:37.365000Z,14.473,-3.626,0.784,-9.075,-2.34,15.1,-3.26,-14.81,0.54
2025,9999,MS001,2,7,2,1,1,5,CD34,backhand,topspin,1748.221,32.569,in,2025-01-01T12:15:37.365Z,2025-01-01T12:15:38.953000Z,-14.585,-2.033,1.236,10.377,-1.209,-14.82,-1.35,14.39,-1.59
2025,9999,MS001,2,7,2,1,1,6,AB12,forehand,topspin,2675.395,38.401,in,2025-01-01T12:15:38.954Z,2025-01-01T12:15:40.164000Z,15.245,-0.966,1.275,-7.463,3.006,15.24,-1.98,-15.14,-0.38
